 82 CH1.txt[]
 35 CH2.txt[]
 53 CH3.txt[]
 93 CH4.txt[]
 120 CH5.txt[]
 85 CH6.txt[]
twenty 1 CH5.txt[5093]
twenty 1 CH3.txt[3831]
twentynine 1 CH5.txt[3465]
twentyone 1 CH5.txt[4992]
twice 3 CH1.txt[89,2265,3881]
twice 1 CH2.txt[2423]
twice 2 CH5.txt[753,1043]
twice 3 CH6.txt[1732,2078,6028]
twisted 2 CH5.txt[2410,3243]
twisting 1 CH5.txt[3180]
twisting 1 CH6.txt[4103]
twitching 1 CH5.txt[2054]
two 6 CH1.txt[1697,2135,2427,2936,3516,4294]
two 4 CH2.txt[854,929,938,1135]
two 6 CH5.txt[1164,2344,2606,4166,5775,5784]
two 6 CH6.txt[559,1113,1844,2029,2147,4680]
two 5 CH3.txt[447,2473,3473,3803,3849]
um 1 CH5.txt[399]
umbrella 5 CH4.txt[2750,2788,3422,3450,3547]
umbrella 4 CH5.txt[749,2323,2364,5669]
unbelievable 1 CH5.txt[1618]
uncle 2 CH1.txt[3470,3562]
uncle 20 CH2.txt[668,695,764,984,1020,1222,1567,1584,1640,1944,2010,2075,2325,2425,2474,2490,2649,3001,3051,3250]
uncle 20 CH4.txt[25,239,293,338,365,705,1017,1093,1186,1574,1658,2628,2641,2758,2793,3049,3161,3268,3410,3516]
uncle 3 CH5.txt[421,632,854]
uncle 14 CH6.txt[34,212,258,260,284,315,386,397,412,462,596,620,703,2871]
uncle 54 CH3.txt[187,405,627,643,682,727,893,924,941,1004,1021,1076,1184,1210,1316,1338,1405,1426,1447,1470,1545,1559,1568,1850,1865,1918,1933,1959,1983,2175,2246,2264,2275,2334,2396,2490,2538,2623,2650,2676,2802,2882,3013,3029,3057,3138,3245,3255,3299,3344,3395,3432,3475,3607]
under 2 CH1.txt[4044,4536]
under 3 CH2.txt[367,390,869]
under 6 CH4.txt[137,614,1123,3386,3595,3751]
under 4 CH5.txt[810,814,3439,5130]
under 2 CH6.txt[5802,5883]
under 3 CH3.txt[826,2376,3634]
underground 1 CH1.txt[4115]
underground 5 CH5.txt[816,1457,3262,3538,6327]
underground 1 CH6.txt[6249]
understand 1 CH1.txt[3607]
understand 1 CH2.txt[1258]
understand 1 CH5.txt[1135]
unfolded 1 CH5.txt[1208]
unfolding 1 CH5.txt[783]
unfolding 1 CH3.txt[980]
unicorn 3 CH5.txt[4989,5764,5935]
unicorn 1 CH6.txt[4281]
unicorns 1 CH5.txt[5785]
uniform 3 CH5.txt[1228,2680,3816]
uniform 4 CH3.txt[284,357,532,642]
unlocked 1 CH5.txt[3354]
until 6 CH1.txt[855,886,1645,2417,3139,3699]
until 5 CH2.txt[1627,1839,2608,3054,3134]
until 3 CH5.txt[4100,4364,6642]
until 6 CH6.txt[619,1687,2478,3093,3124,6243]
unusual 1 CH1.txt[1051]
unusual 1 CH5.txt[6016]
up 14 CH1.txt[271,351,502,1002,2053,2319,2383,3169,3538,3694,3821,3841,4560,4647]
up 15 CH2.txt[13,41,206,208,222,295,847,1333,1399,1602,1756,2581,2847,2864,3205]
up 15 CH4.txt[162,218,249,317,453,1261,1511,1630,1845,1867,1882,2222,2339,2717,3727]
up 37 CH5.txt[102,105,191,344,357,443,578,723,886,970,1005,1011,1069,1082,1163,1491,1588,2134,2342,2512,2697,2974,3154,3687,3698,3894,3922,3971,4252,4350,4448,4463,4550,4632,4922,5296,6345]
up 30 CH6.txt[435,498,558,1188,1722,1970,2023,2088,2166,2172,2178,2202,2402,2474,2911,3023,3121,3508,3588,3664,4024,4165,5390,5576,5684,5693,5755,6167,6291,6318]
up 22 CH3.txt[756,890,1344,1691,1771,1785,1986,2289,2311,2416,2466,2768,2876,2986,3032,3367,3505,3551,3561,3596,3633,3841]
upon 1 CH5.txt[2751]
us 2 CH1.txt[2818,3522]
us 2 CH4.txt[191,2946]
us 1 CH5.txt[476]
us 6 CH6.txt[1647,2200,2257,3536,5409,5726]
us 3 CH3.txt[1314,3358,3391]
use 1 CH1.txt[3017]
use 4 CH5.txt[677,4843,5651,5763]
used 1 CH2.txt[384]
used 1 CH5.txt[1440]
used 2 CH3.txt[376,1140]
useful 2 CH1.txt[99,4098]
useful 1 CH5.txt[5087]
usual 2 CH1.txt[91,592]
usual 1 CH2.txt[1898]
usual 2 CH5.txt[888,1806]
usual 2 CH3.txt[296,649]
usually 1 CH1.txt[4322]
usually 1 CH2.txt[1507]
usually 2 CH5.txt[581,2249]
usually 2 CH3.txt[1567,3201]
vampires 3 CH5.txt[2139,2288,2324]
vast 1 CH1.txt[3941]
vast 1 CH5.txt[2833]
vast 1 CH6.txt[6087]
vault 5 CH5.txt[3013,3078,3494,3570,3652]
vault 1 CH6.txt[4895]
vaults 2 CH5.txt[796,3042]
vernon 18 CH2.txt[669,696,765,985,1021,1065,1223,1228,1585,1641,1945,2011,2076,2326,2475,2491,2650,3052]
vernon 18 CH4.txt[26,240,294,366,706,1018,1094,1118,1187,1575,1659,2629,2642,2759,3050,3269,3411,3517]
vernon 3 CH5.txt[422,633,855]
vernon 11 CH6.txt[35,259,261,285,316,398,413,463,597,621,704]
vernon 51 CH3.txt[406,628,644,683,894,925,942,1005,1022,1077,1114,1119,1185,1211,1278,1317,1324,1406,1427,1448,1471,1560,1851,1866,1919,1934,1960,1984,2176,2265,2276,2317,2335,2397,2491,2539,2624,2651,2677,2803,2883,3014,3030,3058,3139,3256,3300,3345,3396,3433,3608]
very 17 CH1.txt[24,77,98,852,1508,2030,2072,2201,2253,2804,3390,3652,4169,4232,4357,4541,4635]
very 9 CH2.txt[462,493,595,1254,1920,2180,2602,3319,3389]
very 7 CH4.txt[390,1022,1580,1855,2373,2550,3208]
very 19 CH5.txt[870,1727,2047,2146,2725,3024,3092,3321,3668,4851,5268,5310,5549,5670,6092,6102,6173,6407,6515]
very 9 CH6.txt[124,1344,1381,2366,4265,4434,4483,4525,5752]
very 4 CH3.txt[215,2478,3294,3522]
vindictus 1 CH5.txt[4819]
viridian 1 CH5.txt[4820]
visit 1 CH2.txt[2588]
visit 1 CH5.txt[568]
visited 1 CH5.txt[4913]
visited 2 CH3.txt[79,1414]
voice 3 CH1.txt[1231,3241,4359]
voice 2 CH2.txt[197,2917]
voice 3 CH4.txt[1098,1863,1951]
voice 2 CH5.txt[3985,5328]
voice 6 CH6.txt[1860,2273,4339,5765,5843,5949]
voice 1 CH3.txt[1286]
vol 1 CH4.txt[2843]
vol 2 CH5.txt[4701,6491]
vol 1 CH6.txt[4790]
waffling 1 CH5.txt[1311]
wait 2 CH4.txt[898,3260]
wait 1 CH5.txt[5258]
wait 2 CH6.txt[424,5017]
wait 1 CH3.txt[2102]
waiting 2 CH1.txt[1934,3094]
waiting 1 CH5.txt[5962]
waiting 3 CH6.txt[552,1488,3852]
wake 1 CH1.txt[4189]
wake 1 CH2.txt[2579]
wake 1 CH5.txt[190]
wake 2 CH3.txt[2085,3839]
walked 4 CH1.txt[1165,1277,4263,4431]
walked 2 CH2.txt[1489,3406]
walked 6 CH5.txt[1027,1784,2511,2696,2734,6310]
walked 2 CH6.txt[1401,6317]
walked 1 CH3.txt[2017]
wall 7 CH1.txt[1372,2091,2491,2605,3099,3590,4261]
wall 2 CH4.txt[924,2803]
wall 7 CH5.txt[1002,2337,2356,2447,3337,3347,6295]
wall 1 CH6.txt[190]
walled 1 CH5.txt[2211]
walls 1 CH1.txt[381]
walls 1 CH2.txt[2375]
walls 2 CH5.txt[4953,6078]
walls 3 CH3.txt[2669,3462,3571]
walnut 1 CH5.txt[1775]
wand 1 CH4.txt[3692]
wand 28 CH5.txt[1359,1542,5015,5176,5179,5215,5412,5424,5455,5478,5534,5548,5563,5608,5708,5751,5806,5879,5919,6031,6043,6108,6142,6150,6163,6183,6211,6263]
wand 7 CH6.txt[934,2993,4267,4293,4370,4411,4716]
wands 1 CH4.txt[3313]
wands 6 CH5.txt[3976,5168,5209,5777,5968,5981]
wands 1 CH6.txt[3397]
want 2 CH1.txt[257,3213]
want 3 CH2.txt[308,323,1435]
want 1 CH4.txt[2309]
want 2 CH5.txt[553,5083]
want 6 CH6.txt[507,1740,3516,3837,3971,5278]
want 9 CH3.txt[231,1159,1168,1197,1333,1741,2259,2695,3180]
wanted 2 CH1.txt[139,984]
wanted 6 CH2.txt[436,450,1294,1411,2216,2398]
wanted 3 CH4.txt[2180,2328,2431]
wanted 4 CH5.txt[910,1105,1962,6638]
wanted 1 CH3.txt[2865]
wantin 1 CH5.txt[981]
wants 1 CH2.txt[989]
wants 1 CH4.txt[3318]
wants 1 CH5.txt[250]
wants 1 CH3.txt[2522]
warmth 2 CH4.txt[592,3003]
warmth 1 CH5.txt[6036]
warned 1 CH5.txt[2797]
warned 1 CH6.txt[3978]
was 90 CH1.txt[51,63,82,129,150,172,205,246,281,370,405,449,513,565,636,670,692,710,849,928,1044,1054,1080,1097,1159,1186,1197,1305,1307,1320,1357,1366,1374,1377,1405,1425,1702,1793,1901,1921,1925,1933,1937,2006,2015,2075,2093,2100,2142,2197,2223,2252,2269,2294,2297,2313,2325,2362,2462,2528,2536,2555,2565,2580,2665,2710,2782,2875,2934,2992,3083,3125,3130,3133,3144,3148,3388,3431,3622,3802,3867,3870,3879,3945,3999,4020,4038,4520,4577,4582]
was 70 CH2.txt[57,120,176,190,194,288,383,393,399,405,417,454,461,478,492,527,541,548,593,602,631,657,675,745,827,836,1042,1123,1252,1495,1506,1538,1651,1660,1705,1739,1910,1953,1977,1983,2044,2073,2118,2131,2144,2159,2178,2186,2269,2333,2348,2363,2448,2558,2571,2630,2728,2748,2880,2932,3005,3018,3036,3044,3056,3067,3123,3226,3259,3418]
was 56 CH4.txt[19,33,68,76,103,110,235,273,435,479,563,574,667,684,741,952,1010,1148,1157,1213,1547,1559,1566,1701,1735,1745,1758,2105,2124,2188,2216,2238,2246,2345,2354,2465,2542,2552,2603,2652,2873,2919,2941,2970,2985,3053,3134,3224,3245,3349,3462,3480,3575,3624,3647,3669]
was 85 CH5.txt[13,22,40,60,115,121,125,133,162,368,406,460,519,619,636,716,869,932,1041,1110,1123,1434,1437,1500,1514,1544,1617,1641,1657,1726,1748,1760,1767,1897,1907,1918,1922,2053,2215,2235,2240,2263,2267,2295,2328,2332,2539,2685,2706,2790,3045,3120,3196,3249,3393,3551,3654,3677,3712,3791,3866,3912,4023,4157,4211,4429,4699,4705,4822,4917,5182,5194,5242,5338,5354,5405,5564,5602,5815,5820,5828,5923,5961,5969,6644]
was 91 CH6.txt[17,73,77,149,246,266,308,486,541,616,664,670,737,743,793,803,838,876,980,985,998,1056,1212,1221,1233,1268,1405,1435,1450,1456,1487,1620,1640,1744,1771,2207,2218,2255,2331,2336,2521,2534,2769,2889,2921,2926,3011,3072,3281,3357,3560,3601,3691,3904,3957,4062,4091,4110,4213,4269,4276,4304,4316,4366,4461,4473,4532,4625,4659,4733,4794,4841,4961,4972,4977,5028,5065,5108,5118,5160,5202,5363,5393,5489,5793,5998,6050,6085,6158,6164,6270]
was 65 CH3.txt[21,66,69,73,98,107,126,194,203,214,387,411,429,461,497,603,617,732,810,837,848,854,975,984,996,1056,1281,1440,1455,1625,1630,1650,1669,1690,1794,1798,1834,1949,2099,2266,2751,2844,2857,3067,3195,3219,3257,3261,3264,3293,3301,3320,3331,3334,3401,3446,3466,3519,3619,3690,3731,3791,3808,3813,3868]
wasnt 3 CH1.txt[462,1048,1075]
wasnt 10 CH2.txt[831,1193,1244,1381,1870,1998,2232,2255,2322,2684]
wasnt 2 CH4.txt[3270,3583]
wasnt 6 CH5.txt[3209,4695,5392,5599,6248,6412]
wasnt 5 CH6.txt[13,825,1230,4363,5086]
wasnt 3 CH3.txt[292,1139,3746]
watch 2 CH1.txt[3380,3392]
watch 2 CH2.txt[1291,3116]
watch 1 CH5.txt[6640]
watch 1 CH6.txt[1899]
watch 2 CH3.txt[324,3688]
watched 2 CH1.txt[506,2315]
watched 2 CH2.txt[1022,2241]
watched 1 CH5.txt[2951]
watched 2 CH6.txt[1092,2491]
watched 1 CH3.txt[3714]
water 1 CH5.txt[643]
water 1 CH6.txt[6112]
water 2 CH3.txt[508,3385]
wave 2 CH5.txt[212,5875]
waved 1 CH2.txt[3376]
waved 1 CH4.txt[986]
waved 2 CH5.txt[1792,5883]
waved 2 CH6.txt[2489,4409]
way 4 CH1.txt[931,2630,3441,3537]
way 7 CH2.txt[686,738,1553,2152,2275,2807,3420]
way 3 CH4.txt[145,470,2332]
way 7 CH5.txt[218,803,1447,2045,3206,3733,6287]
way 9 CH6.txt[320,1394,1566,1936,3570,4517,5355,5775,5914]
way 6 CH3.txt[1894,2461,2736,3021,3310,3439]
ways 1 CH5.txt[4354]
ways 1 CH6.txt[82]
ways 1 CH3.txt[2325]
we 6 CH1.txt[2833,2949,3345,3351,4019,4343]
we 2 CH2.txt[1218,1344]
we 7 CH4.txt[1345,1379,1617,1643,1646,1688,1847]
we 6 CH5.txt[1115,1402,2488,3503,5762,6219]
we 11 CH6.txt[2056,2233,2635,2815,4354,5439,5445,5676,5717,5737,5848]
we 7 CH3.txt[1322,1326,1331,1368,1384,1387,1524]
wear 1 CH2.txt[533]
wear 1 CH5.txt[1249]
wear 1 CH6.txt[3106]
wearing 5 CH1.txt[694,1198,2224,2537,2556]
wearing 1 CH2.txt[112]
wearing 1 CH5.txt[2678]
wearing 1 CH6.txt[4318]
wearing 1 CH3.txt[618]
weeds 1 CH5.txt[2223]
weighing 3 CH5.txt[2854,2957,4903]
welcome 3 CH5.txt[1884,1888,2416]
well 10 CH1.txt[1581,1785,1968,2031,2690,3013,4116,4242,4332,4346]
well 2 CH2.txt[302,925]
well 5 CH4.txt[1507,2007,2074,2692,3666]
well 16 CH5.txt[669,953,1091,3025,3483,3813,4095,4416,5467,5557,5684,5712,6000,6094,6095,6096]
well 13 CH6.txt[427,634,2116,2436,2442,2678,2735,2863,2960,3807,4173,4431,4688]
well 1 CH3.txt[1354]
went 6 CH1.txt[1480,1894,2394,2793,3174,3245]
went 3 CH2.txt[408,1013,2357]
went 4 CH4.txt[1525,1783,1840,2109]
went 5 CH5.txt[167,3534,4036,4692,5056]
went 9 CH6.txt[172,223,731,1180,2850,3048,3060,3318,3329]
went 8 CH3.txt[472,490,713,912,1036,3098,3609,3650]
were 22 CH1.txt[13,19,27,200,578,664,718,915,951,1057,1771,1961,2012,2213,2241,2426,2434,2696,3403,3935,3993,4645]
were 13 CH2.txt[534,932,2033,2286,2385,2611,2844,2997,3131,3136,3265,3299,3323]
were 11 CH4.txt[262,920,1061,1765,2176,2264,2303,2639,2659,2694,3709]
were 27 CH5.txt[988,1464,1565,1735,2393,2613,2738,2830,2841,2865,2879,3123,3139,3169,3372,3513,3783,4312,4318,4546,4582,4729,5442,5495,6321,6331,6357]
were 26 CH6.txt[123,230,433,727,966,1035,1580,1910,2606,2609,2830,3254,3264,3381,3478,4101,4758,5169,5340,5430,5537,5633,5703,5829,6119,6227]
were 11 CH3.txt[90,114,1133,1708,1713,2706,2742,2796,3227,3471,3671]
werent 1 CH1.txt[679]
werent 3 CH2.txt[1340,2633,3048]
werent 3 CH4.txt[861,967,1059]
werent 1 CH5.txt[4315]
werent 2 CH3.txt[384,3251]
weve 2 CH1.txt[2725,4338]
weve 1 CH4.txt[3716]
weve 1 CH5.txt[2901]
weve 3 CH6.txt[2175,4350,5447]
what 13 CH1.txt[214,434,467,949,958,2032,2360,2848,3061,3069,3157,3801,4164]
what 9 CH2.txt[104,331,1164,1263,1292,2214,2791,2826,3120]
what 23 CH4.txt[44,475,511,561,890,894,1003,1052,1087,1147,1175,1230,1271,1416,1607,1616,1699,1743,1926,2470,2724,2840,2983]
what 22 CH5.txt[248,946,1169,1863,1893,2087,2759,3550,3710,4050,4080,4325,4569,4602,4609,4650,5047,5183,5561,5958,6481,6488]
what 31 CH6.txt[389,734,787,964,1033,1079,1826,1908,2230,2358,2519,2532,2767,2857,3145,3187,3377,3581,3615,3622,3875,4634,4736,4765,4830,4843,4899,5011,5362,5558,5989]
what 10 CH3.txt[267,500,898,1320,2199,3065,3279,3304,3423,3807]
whats 1 CH1.txt[1856]
whats 6 CH5.txt[3074,3288,4381,4447,4488,6129]
whats 4 CH6.txt[1038,1793,4936,4997]
whats 1 CH3.txt[509]
when 10 CH1.txt[265,857,1025,1150,1472,2124,2134,2613,3280,3571]
when 10 CH2.txt[69,403,641,1050,1195,1899,2313,3186,3192,3273]
when 9 CH4.txt[566,1131,1645,1915,1956,2473,3132,3167,3496]
when 11 CH5.txt[47,1782,3324,3879,4466,4479,5619,5920,6184,6358,6490]
when 11 CH6.txt[314,781,2126,2340,3980,4147,4294,4466,4942,5076,5517]
when 12 CH3.txt[158,470,575,994,1386,1399,1661,1861,2636,2951,3276,3775]
where 4 CH1.txt[2286,2485,3959,4067]
where 6 CH2.txt[400,1737,2567,2700,2941,3233]
where 4 CH4.txt[211,883,1565,2343]
where 11 CH5.txt[1339,1414,1432,2213,3264,3761,4279,4726,5511,6355,6621]
where 8 CH6.txt[228,340,1513,1895,2221,2720,5200,6251]
where 7 CH3.txt[149,1297,1573,1578,2794,3431,3728]
wheres 1 CH4.txt[12]
wheres 1 CH5.txt[2321]
wheres 1 CH6.txt[1973]
wheres 1 CH3.txt[1419]
which 9 CH1.txt[59,95,1323,2212,2230,2324,2433,4107,4531]
which 5 CH2.txt[56,198,601,826,1712]
which 7 CH4.txt[612,653,1245,1406,1484,1519,2820]
which 11 CH5.txt[384,1489,2409,2665,4916,5101,5119,5253,5278,5705,5814]
which 7 CH6.txt[3010,4078,5215,6157,6187,6217,6233]
which 9 CH3.txt[656,983,1495,1655,1673,1689,1948,1973,3689]
while 1 CH1.txt[1898]
while 7 CH2.txt[931,1017,1517,2007,2959,3016,3338]
while 1 CH4.txt[681]
while 5 CH5.txt[842,863,2265,3917,4967]
while 5 CH6.txt[30,91,1544,3239,5736]
while 4 CH3.txt[381,2489,2769,2817]
whippy 1 CH5.txt[5907]
whispered 2 CH1.txt[4069,4247]
whispered 1 CH4.txt[1024]
whispered 1 CH5.txt[1856]
whistled 1 CH5.txt[3147]
whistled 1 CH3.txt[3455]
white 1 CH4.txt[1856]
white 2 CH5.txt[2699,5525]
white 1 CH6.txt[4275]
white 1 CH3.txt[1059]
who 9 CH1.txt[2,620,1063,2535,2933,3433,3488,3518,4661]
who 6 CH2.txt[889,1133,1510,1533,1727,2285]
who 11 CH4.txt[234,480,740,779,846,1019,1739,2073,2108,2199,2918]
who 11 CH5.txt[188,405,1133,1766,2767,3115,4544,4691,4694,4771,6232]
who 18 CH6.txt[984,1055,1619,2232,2254,2262,2265,2786,3229,3306,3544,3956,4518,5237,5310,6020,6132,6269]
who 6 CH3.txt[78,731,780,1248,1867,2519]
whole 1 CH1.txt[2424]
whole 2 CH2.txt[1143,1203]
whole 3 CH4.txt[509,582,916]
whole 1 CH5.txt[3800]
whole 2 CH3.txt[774,3855]
whooped 1 CH5.txt[6080]
whose 1 CH5.txt[6157]
why 8 CH1.txt[683,907,1544,1755,3065,3273,3293,3455]
why 1 CH2.txt[448]
why 7 CH4.txt[1925,2090,2288,2501,3057,3656,3708]
why 7 CH5.txt[766,975,976,4001,4274,6013,6188]
why 3 CH6.txt[444,4183,4905]
why 2 CH3.txt[127,1537]
wide 2 CH1.txt[1223,3894]
wide 2 CH5.txt[3225,5359]
wide 1 CH6.txt[6220]
wider 2 CH5.txt[2385,2387]
wild 1 CH1.txt[3905]
wild 2 CH4.txt[123,253]
wild 3 CH5.txt[3747,4778,6508]
will 5 CH1.txt[3005,3563,3605,3632,3644]
will 5 CH5.txt[1231,2062,3034,5797,5837]
will 3 CH6.txt[4508,5849,5865]
willow 1 CH5.txt[5422]
window 5 CH1.txt[343,760,1911,2448,2679]
window 7 CH5.txt[141,171,339,2591,4155,5225,6659]
window 11 CH6.txt[144,1590,1894,2420,2508,2586,2777,3067,4090,5525,5791]
window 2 CH3.txt[2391,2488]
windows 1 CH2.txt[2371]
windows 1 CH5.txt[2629]
windows 1 CH6.txt[6079]
windows 1 CH3.txt[3582]
wing 1 CH5.txt[5132]
winter 1 CH5.txt[1262]
wished 1 CH2.txt[2124]
wished 2 CH5.txt[2495,5435]
wishing 1 CH2.txt[3112]
wishing 1 CH5.txt[4132]
wishing 1 CH3.txt[1842]
witch 2 CH4.txt[1770,2268]
witch 4 CH5.txt[3870,3920,4320,4688]
witchcraft 3 CH4.txt[1321,1360,3358]
witchcraft 1 CH5.txt[1225]
witchcraft 1 CH6.txt[4487]
witches 2 CH4.txt[2210,2526]
witches 1 CH5.txt[967]
witches 2 CH6.txt[3642,3916]
with 16 CH1.txt[46,68,260,755,1454,1568,1797,1948,2396,3115,3760,3770,4128,4225,4394,4513]
with 25 CH2.txt[148,212,501,567,665,756,1126,1491,1499,1547,1578,1820,1987,2101,2188,2291,2369,2453,2496,2615,2858,3149,3206,3341,3463]
with 27 CH4.txt[55,78,89,215,431,441,542,585,793,1080,1138,1264,1437,1474,1724,1850,2052,2054,2206,2313,2381,2718,3002,3163,3194,3374,3485]
with 35 CH5.txt[539,639,938,1497,1904,1936,2301,2359,2565,2592,2631,2748,3130,3164,3588,3638,3907,4270,4277,4297,4444,4586,4734,4763,4805,5127,5319,5522,5698,5803,6135,6332,6337,6609,6616]
with 40 CH6.txt[10,69,97,627,705,884,970,991,1273,1494,1519,1583,1638,1765,1876,2010,2045,2199,2475,2853,2983,3075,3342,3352,3533,3558,3566,3776,3975,4313,4699,4885,5049,5122,5283,5371,5679,5875,5890,6089]
with 19 CH3.txt[180,632,702,1027,1154,1695,1781,1806,1888,1914,1990,2342,2644,2719,2904,3184,3371,3508,3667]
without 1 CH1.txt[4558]
without 2 CH2.txt[3364,3408]
without 3 CH4.txt[2704,3220,3275]
without 2 CH5.txt[1479,1911]
without 2 CH6.txt[712,4995]
without 3 CH3.txt[1787,2091,2874]
wizard 12 CH4.txt[1211,1234,1667,1679,2107,2161,2270,3028,3056,3118,3126,3257]
wizard 7 CH5.txt[372,1559,4322,4615,4690,5482,6214]
wizard 7 CH6.txt[895,2880,3135,3742,3757,4845,4923]
wizardin 1 CH5.txt[4558]
wizarding 1 CH4.txt[2720]
wizarding 1 CH5.txt[4379]
wizarding 3 CH6.txt[2836,4600,5268]
wizardry 3 CH4.txt[1323,1362,3360]
wizardry 1 CH5.txt[1227]
wizards 3 CH4.txt[1341,2208,2528]
wizards 5 CH5.txt[46,479,502,969,5805]
wizards 5 CH6.txt[325,515,2783,3644,3918]
woke 1 CH1.txt[270]
woke 1 CH2.txt[211]
woke 1 CH5.txt[3]
woke 1 CH6.txt[478]
woman 2 CH1.txt[2534,3110]
woman 1 CH2.txt[3370]
woman 2 CH5.txt[1903,2535]
woman 8 CH6.txt[983,1145,1156,1245,1634,3293,3372,3425]
woman 1 CH3.txt[3023]
women 1 CH5.txt[1734]
wonder 1 CH4.txt[882]
wonder 1 CH5.txt[6009]
wonder 1 CH6.txt[2329]
wondered 2 CH1.txt[1412,1814]
wondered 1 CH4.txt[2455]
wondered 1 CH5.txt[1409]
wondered 2 CH6.txt[927,2334]
wondering 1 CH5.txt[4049]
wondering 1 CH6.txt[4842]
wondering 3 CH3.txt[2930,3719,3727]
wont 1 CH1.txt[3681]
wont 3 CH2.txt[1331,1417,2789]
wont 2 CH4.txt[3326,3369]
wont 1 CH5.txt[427]
wont 1 CH6.txt[3223]
wont 1 CH3.txt[1369]
words 1 CH1.txt[947]
words 2 CH4.txt[465,2130]
words 2 CH5.txt[2749,6438]
words 2 CH6.txt[962,1521]
wore 1 CH2.txt[562]
wore 1 CH5.txt[6513]
wore 1 CH6.txt[3673]
wore 1 CH3.txt[360]
work 1 CH1.txt[315]
work 2 CH2.txt[954,2024]
work 2 CH4.txt[2496,3562]
work 3 CH5.txt[1238,4860,5427]
work 2 CH6.txt[3773,4249]
work 5 CH3.txt[265,1404,2280,2316,2322]
works 1 CH5.txt[4187]
world 1 CH1.txt[3643]
world 9 CH4.txt[993,997,999,1002,1004,1920,2070,3084,3363]
world 4 CH5.txt[549,4625,4848,5569]
world 3 CH6.txt[3866,4984,5024]
worry 1 CH4.txt[733]
worry 3 CH5.txt[437,5999,6520]
worry 2 CH6.txt[1314,2194]
worse 1 CH2.txt[2559]
worse 3 CH4.txt[2118,2119,2121]
worse 1 CH5.txt[4508]
worth 2 CH2.txt[992,1985]
worth 1 CH5.txt[3102]
would 11 CH1.txt[153,217,295,726,2799,2840,3662,3767,4545,4587,4614]
would 2 CH2.txt[1200,1406]
would 2 CH4.txt[1120,1273]
would 6 CH5.txt[726,767,3829,4775,5437,6577]
would 4 CH6.txt[288,3607,4775,5732]
would 7 CH3.txt[162,781,1249,2804,2826,3723,3769]
wouldn 1 CH5.txt[491]
wouldnt 4 CH1.txt[1847,2455,3617,4093]
wouldnt 3 CH2.txt[1850,2296,2527]
wouldnt 2 CH4.txt[870,2680]
wouldnt 4 CH5.txt[1653,2151,4127,4879]
wouldnt 7 CH6.txt[24,442,1442,3627,4076,4225,4665]
wouldnt 3 CH3.txt[178,1587,3041]
wrapped 1 CH2.txt[2420]
wrapped 2 CH5.txt[3686,6114]
wriggled 1 CH5.txt[2373]
wriggled 1 CH6.txt[1953]
wrinkled 1 CH5.txt[2947]
wrinkled 1 CH3.txt[633]
wrist 1 CH5.txt[5731]
wrist 1 CH3.txt[3701]
wrong 1 CH1.txt[2073]
wrong 1 CH2.txt[1981]
wrong 1 CH5.txt[5554]
wrong 3 CH6.txt[3074,5285,5312]
wrote 1 CH5.txt[4478]
yawned 1 CH1.txt[2062]
yawned 1 CH5.txt[341]
yeah 1 CH1.txt[4352]
yeah 6 CH5.txt[522,666,2257,2480,2687,5019]
yeah 1 CH6.txt[4796]
year 4 CH2.txt[858,1097,1121,1204]
year 2 CH4.txt[2357,3688]
year 1 CH5.txt[2276]
year 1 CH6.txt[2150]
year 1 CH3.txt[3233]
years 3 CH1.txt[182,2733,2912]
years 5 CH2.txt[5,95,1387,3154,3157]
years 5 CH4.txt[1173,1797,2164,2351,3365]
years 4 CH5.txt[3635,4708,4710,5059]
years 1 CH3.txt[343]
yeh 36 CH4.txt[197,219,280,319,394,398,810,860,869,880,1036,1063,1067,1084,1088,1204,1274,1282,1967,1970,1985,1991,2010,2018,2024,2062,2403,2471,2479,2608,2618,2862,3602,3632,3638,3682]
yeh 24 CH5.txt[454,535,552,682,727,799,827,1205,1412,2229,2233,2244,3087,3105,3489,3830,4497,4545,4858,4873,5025,5046,5171,6627]
yehd 4 CH5.txt[525,817,2808,5061]
yehll 1 CH4.txt[818]
yehll 2 CH5.txt[4866,6553]
yehll 1 CH6.txt[6029]
yehve 3 CH4.txt[288,531,1258]
yehve 1 CH5.txt[6544]
yer 20 CH4.txt[285,290,720,863,884,1000,1040,1200,1209,1284,2260,2362,2396,2462,2484,2489,2502,3340,3635,3732]
yer 22 CH5.txt[363,450,498,802,832,1178,2491,3815,4535,4552,4599,4840,4892,5014,5050,5077,5089,6373,6406,6589,6605,6617]
yer 3 CH6.txt[5976,6031,6338]
yerself 1 CH5.txt[6539]
yes 11 CH1.txt[724,963,1872,1880,2637,3442,3717,3719,4072,4228,4229]
yes 12 CH5.txt[3959,4220,5376,5380,5381,5604,5630,5633,6012,6089,6197,6242]
yes 8 CH6.txt[304,1283,1756,1840,2723,2798,4168,5156]
yes 2 CH3.txt[1364,1501]
yesterday 1 CH1.txt[1626]
yesterday 1 CH5.txt[5403]
yesterday 1 CH6.txt[4239]
yesterday 2 CH3.txt[1764,1839]
yet 4 CH2.txt[173,296,3133,3303]
yet 1 CH4.txt[1448]
yet 6 CH5.txt[1606,2876,3046,4085,4865,6428]
yet 3 CH6.txt[528,660,5082]
yet 1 CH3.txt[807]
yew 2 CH5.txt[5546,6203]
